Market Name,Year,Count
Genetics,2011,13
3D Printing,2011,3
Robotics,2011,15
Outdoors,2011,1
Sporting Goods,2011,2
Organic Food,2011,3
Innovation Management,2011,6
Skill Assessment,2011,3
Customer Service,2011,18
Email,2011,10
Social,2011,8
Data Storage,2011,2
IT Infrastructure,2011,3
Marketing,2011,24
Gaming,2011,21
Video Games,2011,9
Casual Games,2011,6
Universities,2011,7
Enterprise Applications,2011,2
Neuroscience,2011,4
Machine Learning,2011,32
Artificial Intelligence,2011,14
Personalization,2011,10
Predictive Analytics,2011,18
Developer APIs,2011,19
GovTech,2011,12
Cloud Storage,2011,5
Consumer Research,2011,2
Consumer,2011,17
Wealth Management,2011,3
Marketplace,2011,24
Tutoring,2011,4
Language Learning,2011,5
Hedge Funds,2011,1
Marketing Automation,2011,32
Cloud Data Services,2011,22
Recruiting,2011,18
Crowdsourcing,2011,18
Natural Resources,2011,5
Video Chat,2011,6
Point of Sale,2011,5
Email Marketing,2011,8
Local Advertising,2011,4
Shopping,2011,27
Trading Platform,2011,3
Crowdfunding,2011,12
Real Estate,2011,23
Sensor,2011,4
Consumer Goods,2011,3
Identity Management,2011,6
Advertising Platforms,2011,17
Information Services,2011,14
Nanotechnology,2011,5
Market Research,2011,14
Resorts,2011,1
Organic,2011,5
Payments,2011,26
Personal Finance,2011,6
RFID,2011,4
NFC,2011,2
Clean Energy,2011,7
Audio,2011,8
App Marketing,2011,6
Content,2011,27
PaaS,2011,10
CRM,2011,29
Contact Management,2011,5
Intellectual Property,2011,2
Higher Education,2011,3
Travel Agency,2011,2
Travel Accommodations,2011,1
Business Travel,2011,1
DIY,2011,3
Art,2011,9
Handmade,2011,1
Photography,2011,16
Online Portals,2011,13
Event Management,2011,10
Music,2011,21
Delivery,2011,6
Virtualization,2011,12
GPU,2011,1
Web Hosting,2011,24
Wholesale,2011,5
Sales Automation,2011,7
Digital Entertainment,2011,4
Nightclubs,2011,2
Augmented Reality,2011,7
Classifieds,2011,3
Ad Network,2011,6
Graphic Design,2011,2
Personal Branding,2011,1
Career Planning,2011,9
Tourism,2011,3
Credit Cards,2011,2
Green Building,2011,1
Solar,2011,10
Commercial Real Estate,2011,7
Peer to Peer,2011,3
Hospital,2011,6
SMS,2011,5
Coupons,2011,10
Communications Infrastructure,2011,3
Mobile Payments,2011,14
Non Profit,2011,8
Product Design,2011,5
UX Design,2011,2
Property Development,2011,1
Building Maintenance,2011,1
Media and Entertainment,2011,8
Lingerie,2011,1
Women's,2011,2
Messaging,2011,31
Retail Technology,2011,10
SEO,2011,7
Social Media Advertising,2011,4
Social Media Management,2011,10
Pet,2011,6
Subscription Service,2011,6
Men's,2011,4
Online Auctions,2011,3
Hydroponics,2011,1
Reservations,2011,3
Dating,2011,3
Banking,2011,4
Broadcasting,2011,3
Lending,2011,1
Ticketing,2011,8
Property Management,2011,3
Software Engineering,2011,1
E-Commerce Platforms,2011,10
Impact Investing,2011,1
Video Advertising,2011,1
Jewelry,2011,4
STEM Education,2011,1
Mobile Advertising,2011,7
Sustainability,2011,7
Indoor Positioning,2011,1
Wedding,2011,6
Personal Health,2011,8
Politics,2011,3
Productivity Tools,2011,1
Consumer Software,2011,3
Quantified Self,2011,2
Auctions,2011,5
Consumer Lending,2011,1
Collaborative Consumption,2011,6
Emerging Markets,2011,1
Logistics,2011,12
Application Performance Management,2011,4
Supply Chain Management,2011,4
Precious Metals,2011,1
Biometrics,2011,2
Facial Recognition,2011,1
Management Information Systems,2011,2
Management Consulting,2011,3
Web Design,2011,7
Online Forums,2011,1
Nightlife,2011,4
Beauty,2011,7
Cosmetic Surgery,2011,1
Digital Marketing,2011,5
Advice,2011,2
Celebrity,2011,3
Ad Targeting,2011,4
Ad Retargeting,2011,1
Online Games,2011,3
Lead Generation,2011,11
Mobile Devices,2011,5
Cooking,2011,2
Blogging Platforms,2011,7
Digital Signage,2011,2
Charity,2011,2
Virtual Goods,2011,1
Virtual Reality,2011,3
Sponsorship,2011,4
Content Delivery Network,2011,5
Content Creators,2011,3
Government,2011,1
Video Editing,2011,3
Visual Search,2011,2
Stock Exchanges,2011,2
Public Relations,2011,3
Reputation,2011,3
Social Bookmarking,2011,1
Leisure,2011,3
Semantic Web,2011,1
Elder Care,2011,3
Bioinformatics,2011,2
Aerospace,2011,3
Autonomous Vehicles,2011,1
Industrial,2011,5
Soccer,2011,1
Business Development,2011,3
Diabetes,2011,3
Nutrition,2011,3
Psychology,2011,5
Home Decor,2011,1
Furniture,2011,2
Family,2011,1
Parenting,2011,9
Meeting Software,2011,5
Theatre,2011,3
Vertical Search,2011,1
Concerts,2011,2
Insurance,2011,5
Drones,2011,5
Web Apps,2011,4
Water Purification,2011,1
Water,2011,3
Billing,2011,3
Private Social Networking,2011,4
Smart Home,2011,2
Commercial Lending,2011,1
Toys,2011,2
Network Hardware,2011,1
Recycling,2011,1
Advanced Materials,2011,3
3D Technology,2011,8
Data Integration,2011,8
Credit,2011,3
Wine And Spirits,2011,4
Flash Storage,2011,2
Oil and Gas,2011,5
Coffee,2011,1
Mapping Services,2011,1
Reading Apps,2011,3
Shipping,2011,2
Renewable Energy,2011,6
Video Conferencing,2011,3
Cloud Infrastructure,2011,11
Tennis,2011,1
Recreation,2011,1
Dietary Supplements,2011,2
MMO Games,2011,3
IT Management,2011,3
Power Grid,2011,1
Financial Exchanges,2011,3
Wind Energy,2011,1
CleanTech,2011,2
Waste Management,2011,2
Leasing,2011,1
Energy Storage,2011,3
Alternative Medicine,2011,1
Task Management,2011,3
Ad Server,2011,1
Electric Vehicle,2011,1
Rental,2011,1
Outsourcing,2011,2
Unified Communications,2011,1
Natural Language Processing,2011,1
Employee Benefits,2011,3
Same Day Delivery,2011,1
Food Delivery,2011,1
Database,2011,6
Fraud Detection,2011,4
Auto Insurance,2011,1
Cosmetics,2011,1
Social Shopping,2011,1
Industrial Automation,2011,1
Operating Systems,2011,1
Call Center,2011,1
Photo Editing,2011,2
Knowledge Management,2011,3
Ride Sharing,2011,1
Data Mining,2011,2
Tour Operator,2011,1
Adventure Travel,2011,1
EHR,2011,1
Computer Vision,2011,3
Podcast,2011,1
Industrial Engineering,2011,1
Baby,2011,1
Social Innovation,2011,1
Presentations,2011,3
Cloud Management,2011,8
Gift Card,2011,3
Film,2011,4
Sharing Economy,2011,2
eSports,2011,1
Fantasy Sports,2011,2
Procurement,2011,2
Group Buying,2011,4
Veterinary,2011,1
A/B Testing,2011,1
Religion,2011,1
Guides,2011,2
Bitcoin,2011,3
MOOC,2011,1
Social CRM,2011,1
Self-Storage,2011,1
Local Business,2011,2
Private Cloud,2011,2
Data Center,2011,3
TV,2011,1
VoIP,2011,2
Environmental Consulting,2011,1
Technical Support,2011,1
Creative Agency,2011,2
Simulation,2011,1
Gambling,2011,2
Privacy,2011,3
Video on Demand,2011,2
Venture Capital,2011,2
Motion Capture,2011,1
Vending and Concessions,2011,1
Music Venues,2011,1
Affiliate Marketing,2011,1
Social Recruiting,2011,1
Web Browsers,2011,1
Animation,2011,1
Ediscovery,2011,3
Business Information Systems,2011,1
Text Analytics,2011,2
Cryptocurrency,2011,1
Homeland Security,2011,1
Freelance,2011,1
Accounting,2011,1
LGBT,2011,1
Shoes,2011,2
Consumer Applications,2011,1
Printing,2011,2
Music Streaming,2011,1
Ad Exchange,2011,1
In-Flight Entertainment,2011,1
Car Sharing,2011,1
Semantic Search,2011,1
Transaction Processing,2011,1
Humanitarian,2011,1
App Discovery,2011,1
Virtual Currency,2011,1
Product Research,2011,1
Charter Schools,2011,1
College Recruiting,2011,1
PC Games,2011,1
Intelligent Systems,2011,1
Product Search,2011,1
Gift,2011,1
Elderly,2011,1
CAD,2011,1
Parking,2011,1
Social Entrepreneurship,2011,1
Beauty,2015,4
Marketplace,2015,62
Mobile Apps,2015,64
Sporting Goods,2015,3
Elder Care,2015,5
Software,2015,160
SaaS,2015,124
Medical,2015,40
Health Care,2015,116
Financial Services,2015,59
Finance,2015,32
Education,2015,39
Analytics,2015,66
Mobile,2015,147
Digital Marketing,2015,10
Artificial Intelligence,2015,73
mHealth,2015,9
Information Technology,2015,80
Advertising,2015,25
Digital Signage,2015,4
FinTech,2015,61
Apps,2015,85
Real Time,2015,12
Marketing,2015,22
Human Resources,2015,34
Recruiting,2015,29
Enterprise Software,2015,73
PC Games,2015,2
Video Games,2015,14
Gaming,2015,18
Insurance,2015,16
Therapeutics,2015,13
Medical Device,2015,15
Banking,2015,4
Cloud Data Services,2015,9
Content,2015,14
Social Media Marketing,2015,6
Local,2015,5
Delivery,2015,13
B2B,2015,28
Internet,2015,100
Location Based Services,2015,12
Consumer,2015,28
E-Commerce,2015,75
Commercial Insurance,2015,1
Risk Management,2015,7
Business Intelligence,2015,21
Cloud Computing,2015,21
Public Relations,2015,2
Communications Infrastructure,2015,6
Consumer Applications,2015,4
Service Industry,2015,26
Hospitality,2015,15
Adventure Travel,2015,3
Outdoors,2015,3
Travel,2015,53
Data Visualization,2015,10
Automotive,2015,27
Cyber Security,2015,32
E-Learning,2015,5
Training,2015,14
Open Source,2015,7
EdTech,2015,10
Home Improvement,2015,5
E-Commerce Platforms,2015,9
Telecommunications,2015,15
Wholesale,2015,3
Sales Automation,2015,12
Collaboration,2015,19
Marketing Automation,2015,14
Data Integration,2015,13
Machine Learning,2015,70
Language Learning,2015,2
Wireless,2015,17
Internet of Things,2015,55
Management Information Systems,2015,1
Pharmaceutical,2015,13
Retail,2015,22
Retail Technology,2015,16
Industrial Automation,2015,3
Robotics,2015,23
Enterprise,2015,4
Aerospace,2015,7
Drones,2015,15
Big Data,2015,46
Image Recognition,2015,2
Agriculture,2015,8
Security,2015,26
Biopharma,2015,3
Biotechnology,2015,42
Genetics,2015,12
Veterinary,2015,4
Pet,2015,3
Personalization,2015,10
Data Center,2015,3
Network Security,2015,12
Virtualization,2015,5
Hardware,2015,21
Neuroscience,2015,3
Electronics,2015,12
Wearables,2015,12
Family,2015,6
Lifestyle,2015,12
Wellness,2015,16
Information Services,2015,13
Web Development,2015,4
Identity Management,2015,6
Optical Communication,2015,1
Sensor,2015,4
Email Marketing,2015,4
Intelligent Systems,2015,3
Email,2015,10
3D Printing,2015,7
Precious Metals,2015,1
3D Technology,2015,8
College Recruiting,2015,3
Video Streaming,2015,13
Social Media,2015,29
Private Social Networking,2015,5
Messaging,2015,25
Social Network,2015,19
Video Chat,2015,2
Payments,2015,17
Data Mining,2015,3
Employee Benefits,2015,8
Sustainability,2015,10
Water,2015,4
Publishing,2015,8
Manufacturing,2015,17
Consumer Electronics,2015,27
Real Estate,2015,49
Leasing,2015,2
Cloud Security,2015,6
Leisure,2015,8
Tourism,2015,16
Consulting,2015,8
Tutoring,2015,4
Virtual Reality,2015,28
Human Computer Interaction,2015,1
Augmented Reality,2015,13
Shopping,2015,15
Software Engineering,2015,4
Biometrics,2015,4
Consumer Goods,2015,5
Legal,2015,7
Autonomous Vehicles,2015,10
Electric Vehicle,2015,5
Smart Home,2015,9
Furniture,2015,3
Sales,2015,10
Computer,2015,22
Parenting,2015,4
Consumer Software,2015,7
Property Insurance,2015,2
Staffing Agency,2015,4
CRM,2015,15
Infrastructure,2015,5
Cloud Infrastructure,2015,8
File Sharing,2015,4
Photo Sharing,2015,8
Business Development,2015,8
Knowledge Management,2015,6
Cryptocurrency,2015,3
Waste Management,2015,3
Public Safety,2015,4
Technical Support,2015,2
Developer Tools,2015,12
Predictive Analytics,2015,19
Personal Health,2015,16
Natural Resources,2015,5
Mapping Services,2015,3
Developer APIs,2015,8
News,2015,8
Market Research,2015,5
Renewable Energy,2015,2
Video,2015,32
Advertising Platforms,2015,14
Natural Language Processing,2015,9
Hotel,2015,6
Travel Accommodations,2015,2
SEO,2015,2
Web Design,2015,5
Career Planning,2015,6
Lending,2015,4
Accounting,2015,7
Social,2015,11
Credit,2015,5
Web Browsers,2015,1
Consumer Lending,2015,2
Peer to Peer,2015,4
Solar,2015,2
Social Media Management,2015,3
Mobile Advertising,2015,4
Loyalty Programs,2015,2
Subscription Service,2015,9
Lead Generation,2015,3
Rental,2015,2
Child Care,2015,5
Children,2015,6
Brand Marketing,2015,9
Online Portals,2015,13
Marijuana,2015,4
Small and Medium Businesses,2015,17
Media and Entertainment,2015,12
Alumni,2015,2
Machinery Manufacturing,2015,2
Industrial Engineering,2015,3
Electrical Distribution,2015,1
Smart Building,2015,4
Energy Storage,2015,2
Energy,2015,9
Virtual Workforce,2015,2
Business Information Systems,2015,3
Organic Food,2015,2
Bakery,2015,1
Food and Beverage,2015,27
Food Processing,2015,7
Computer Vision,2015,10
Fashion,2015,18
Travel Agency,2015,1
EBooks,2015,1
Search Engine,2015,15
Transportation,2015,23
Fantasy Sports,2015,4
Supply Chain Management,2015,7
Customer Service,2015,15
Health Insurance,2015,4
Advanced Materials,2015,2
Art,2015,3
Craft Beer,2015,2
Communities,2015,14
Audio,2015,6
Broadcasting,2015,5
Podcast,2015,3
Personal Finance,2015,10
Database,2015,8
InsurTech,2015,1
Fraud Detection,2015,3
Ride Sharing,2015,5
Property Management,2015,6
Hospital,2015,9
Health Diagnostics,2015,8
Continuing Education,2015,1
Real Estate Investment,2015,4
Wealth Management,2015,6
Construction,2015,13
Assisted Living,2015,1
Architecture,2015,2
Coworking,2015,5
Auto Insurance,2015,2
Sports,2015,18
Reservations,2015,1
Property Development,2015,1
Commercial Real Estate,2015,11
Baby,2015,1
TV,2015,6
Content Discovery,2015,4
Professional Services,2015,3
Online Games,2015,3
Music,2015,13
Digital Media,2015,21
Recycling,2015,2
Environmental Engineering,2015,2
Event Management,2015,5
Meeting Software,2015,1
Restaurants,2015,11
Fitness,2015,13
Android,2015,6
iOS,2015,7
Consumer Reviews,2015,2
Product Search,2015,2
Social Shopping,2015,2
Privacy,2015,4
Employment,2015,12
Gamification,2015,3
Enterprise Applications,2015,6
PaaS,2015,2
Asset Management,2015,2
Drone Management,2015,3
Food Delivery,2015,7
Sharing Economy,2015,5
Events,2015,14
Social CRM,2015,3
Digital Entertainment,2015,10
Outdoor Advertising,2015,1
SMS,2015,4
Politics,2015,3
Government,2015,2
Browser Extensions,2015,1
Online Auctions,2015,2
Content Creators,2015,3
Test and Measurement,2015,3
Alternative Medicine,2015,1
Product Design,2015,6
Film Production,2015,4
TV Production,2015,1
Concerts,2015,2
Crowdfunding,2015,10
Fruit,2015,1
Trading Platform,2015,7
Grocery,2015,5
Interior Design,2015,2
Innovation Management,2015,5
Cloud Management,2015,1
Ticketing,2015,4
Air Transportation,2015,5
Logistics,2015,18
Content Delivery Network,2015,2
Non Profit,2015,5
Direct Marketing,2015,1
Stock Exchanges,2015,1
Creative Agency,2015,2
Corporate Training,2015,5
Journalism,2015,1
Printing,2015,3
Home Decor,2015,5
Content Marketing,2015,4
Charity,2015,1
Nutrition,2015,1
Collectibles,2015,1
Social Media Advertising,2015,1
Universities,2015,1
Wine And Spirits,2015,5
Collaborative Consumption,2015,2
Ad Targeting,2015,1
Photography,2015,6
DIY,2015,2
Intellectual Property,2015,3
Retirement,2015,1
Developer Platform,2015,9
CleanTech,2015,3
Clean Energy,2015,2
Green Building,2015,1
Home and Garden,2015,2
Video Editing,2015,2
Video Advertising,2015,3
Higher Education,2015,5
Oil and Gas,2015,6
Nanotechnology,2015,3
Mobile Payments,2015,9
Parking,2015,2
Scheduling,2015,4
Lead Management,2015,1
GovTech,2015,4
App Marketing,2015,1
Boating,2015,1
Industrial,2015,5
AgTech,2015,1
Product Research,2015,2
Point of Sale,2015,3
FPGA,2015,1
Animal Feed,2015,1
Facial Recognition,2015,1
Mineral,2015,1
Mining Technology,2015,1
Operating Systems,2015,1
Bitcoin,2015,7
Hunting,2015,1
Home Services,2015,4
Virtual Assistant,2015,3
Plastics and Rubber Manufacturing,2015,1
Classifieds,2015,1
Nutraceutical,2015,1
Impact Investing,2015,7
Emerging Markets,2015,1
Humanitarian,2015,1
Law Enforcement,2015,1
Application Performance Management,2015,1
Energy Efficiency,2015,2
Semantic Search,2015,1
Navigation,2015,4
Local Business,2015,1
Speech Recognition,2015,1
Water Purification,2015,2
Sponsorship,2015,1
Gift Card,2015,2
Nightlife,2015,2
Women's,2015,4
IT Infrastructure,2015,1
Procurement,2015,2
Social Entrepreneurship,2015,3
Rental Property,2015,2
Business Travel,2015,1
Clinical Trials,2015,2
Casual Games,2015,1
Video Conferencing,2015,3
Photo Editing,2015,1
Office Administration,2015,1
Public Transportation,2015,1
Graphic Design,2015,1
Productivity Tools,2015,4
Consumer Research,2015,1
Text Analytics,2015,1
Social Innovation,2015,3
Life Science,2015,4
Dating,2015,3
Web Hosting,2015,3
Private Cloud,2015,1
Lighting,2015,1
Freight Service,2015,2
Management Consulting,2015,2
Compliance,2015,2
Virtual World,2015,2
Textiles,2015,2
Bioinformatics,2015,1
Credit Cards,2015,3
Freelance,2015,4
GPS,2015,1
eSports,2015,5
Guides,2015,2
A/B Testing,2015,1
Local Advertising,2015,1
Home Health Care,2015,2
Car Sharing,2015,1
Presentation Software,2015,1
Billing,2015,2
Visual Search,2015,3
Vertical Search,2015,2
Film,2015,3
Virtual Goods,2015,2
Green Consumer Goods,2015,2
Hedge Funds,2015,1
Coffee,2015,3
Project Management,2015,2
Energy Management,2015,2
Jewelry,2015,1
Men's,2015,2
Psychology,2015,2
Sex Tech,2015,1
Delivery Service,2015,1
Mobile Devices,2015,3
Venture Capital,2015,4
Shipping,2015,2
Network Hardware,2015,1
DSP,2015,1
ISP,2015,1
App Discovery,2015,1
IT Management,2015,2
Building Material,2015,2
Crowdsourcing,2015,2
Power Grid,2015,1
Document Management,2015,1
Financial Exchanges,2015,3
Virtual Currency,2015,1
Event Promotion,2015,1
Skill Assessment,2015,1
NFC,2015,1
Geospatial,2015,3
Data Storage,2015,1
Desktop Apps,2015,1
Home Renovation,2015,1
Group Buying,2015,1
Video on Demand,2015,1
Cooking,2015,3
Shipping Broker,2015,1
Farming,2015,2
Advice,2015,3
Professional Networking,2015,3
Funerals,2015,2
Space Travel,2015,1
Millennials,2015,1
Emergency Medicine,2015,1
Data Center Automation,2015,1
Social Recruiting,2015,1
GreenTech,2015,1
Vending and Concessions,2015,1
Transaction Processing,2015,1
Task Management,2015,2
B2C,2015,2
Battery,2015,1
Satellite Communication,2015,1
IaaS,2015,1
Residential,2015,1
Nanotechnology,2012,7
Industrial,2012,8
Plastics and Rubber Manufacturing,2012,1
Automotive,2012,23
Gamification,2012,10
Apps,2012,90
Charity,2012,5
Events,2012,30
Hedge Funds,2012,1
Non Profit,2012,22
Financial Services,2012,39
Biotechnology,2012,83
Medical,2012,66
Pharmaceutical,2012,20
Social Media,2012,155
Cyber Security,2012,27
Security,2012,58
Search Engine,2012,39
Analytics,2012,192
E-Commerce,2012,232
Enterprise Software,2012,236
Service Industry,2012,23
Management Consulting,2012,3
Software,2012,340
CRM,2012,27
Sports,2012,47
Marketing Automation,2012,28
SaaS,2012,186
Event Management,2012,16
Enterprise Applications,2012,5
Health Care,2012,208
Medical Device,2012,23
Mobile,2012,354
Health Diagnostics,2012,20
Developer Platform,2012,7
Corporate Training,2012,5
Food Processing,2012,11
Video,2012,71
Real Estate,2012,37
Real Time,2012,31
Publishing,2012,36
E-Learning,2012,24
Information Technology,2012,99
Women's,2012,3
Recruiting,2012,39
Employment,2012,13
Human Resources,2012,33
Career Planning,2012,15
Skill Assessment,2012,4
Parenting,2012,12
Video Games,2012,19
Music,2012,43
Content Discovery,2012,5
EdTech,2012,44
iOS,2012,41
Education,2012,140
Fitness,2012,35
Quantified Self,2012,5
Video Streaming,2012,23
File Sharing,2012,12
Telecommunications,2012,12
Printing,2012,5
Photography,2012,28
Art,2012,13
Developer Tools,2012,25
FinTech,2012,68
Fraud Detection,2012,6
Identity Management,2012,11
Biometrics,2012,5
Tourism,2012,11
Travel,2012,47
Restaurants,2012,24
SEO,2012,8
Fashion,2012,64
Mobile Advertising,2012,6
Advertising,2012,105
Digital Media,2012,60
Mobile Apps,2012,30
Wellness,2012,16
Legal,2012,14
Personal Health,2012,13
Market Research,2012,12
Social Network,2012,18
Gaming,2012,24
Internet,2012,124
Wine And Spirits,2012,6
Pet,2012,4
Manufacturing,2012,19
Chemical,2012,3
Public Relations,2012,6
Advertising Platforms,2012,30
News,2012,28
Landscaping,2012,2
Retail,2012,61
Database,2012,12
Product Design,2012,11
Data Visualization,2012,18
Payments,2012,21
RFID,2012,1
Hardware,2012,55
Personalization,2012,15
Brand Marketing,2012,34
Collaboration,2012,31
Artificial Intelligence,2012,48
Cloud Computing,2012,65
Infrastructure,2012,14
Media and Entertainment,2012,15
Content Marketing,2012,4
Point of Sale,2012,6
Photo Sharing,2012,15
Children,2012,10
Social Media Marketing,2012,30
Project Management,2012,3
Business Intelligence,2012,24
3D Technology,2012,10
Battery,2012,1
Electrical Distribution,2012,2
Test and Measurement,2012,15
Aerospace,2012,5
Data Integration,2012,12
Cloud Data Services,2012,17
EBooks,2012,6
Email,2012,9
Sensor,2012,4
Consumer Electronics,2012,49
Robotics,2012,26
Law Enforcement,2012,6
Email Marketing,2012,12
mHealth,2012,19
Finance,2012,67
Industrial Automation,2012,5
Intelligent Systems,2012,2
Cloud Management,2012,6
Information Services,2012,18
Marketing,2012,20
Digital Marketing,2012,9
Big Data,2012,130
Network Security,2012,16
Biopharma,2012,5
Management Information Systems,2012,5
Machine Learning,2012,53
Predictive Analytics,2012,24
Film,2012,7
Private Social Networking,2012,6
Ad Targeting,2012,7
Online Games,2012,3
Fantasy Sports,2012,1
Food and Beverage,2012,14
Delivery,2012,11
Smart Building,2012,7
Energy Efficiency,2012,6
Smart Home,2012,9
Consulting,2012,12
Internet of Things,2012,56
Genetics,2012,12
Elder Care,2012,4
Cosmetics,2012,3
Beauty,2012,8
B2B,2012,50
Semantic Search,2012,5
Local,2012,17
Innovation Management,2012,10
Mechanical Engineering,2012,3
Social Innovation,2012,2
Internet Radio,2012,2
Navigation,2012,5
Location Based Services,2012,20
Crowdsourcing,2012,23
Android,2012,22
Privacy,2012,6
CAD,2012,2
Retail Technology,2012,18
Mobile Payments,2012,19
Subscription Service,2012,8
Loyalty Programs,2012,13
Computer,2012,21
Q&A,2012,2
Online Portals,2012,19
Professional Networking,2012,8
Web Development,2012,27
Motion Capture,2012,3
Therapeutics,2012,20
Politics,2012,5
Price Comparison,2012,7
Electric Vehicle,2012,4
Oil and Gas,2012,6
Energy,2012,15
Transportation,2012,18
Higher Education,2012,3
Data Mining,2012,8
Mobile Devices,2012,10
Computer Vision,2012,9
GovTech,2012,12
Cloud Security,2012,9
Communities,2012,16
LGBT,2012,2
Marketplace,2012,30
Life Science,2012,10
Consumer,2012,15
Autonomous Vehicles,2012,7
Data Center,2012,4
Compliance,2012,3
Data Storage,2012,7
Professional Services,2012,7
Adventure Travel,2012,4
E-Commerce Platforms,2012,4
Shoes,2012,4
Ride Sharing,2012,2
Drones,2012,6
Wind Energy,2012,1
Outsourcing,2012,4
Content,2012,29
Agriculture,2012,8
App Marketing,2012,4
Grocery,2012,2
Consumer Goods,2012,5
Shopping,2012,16
Local Shopping,2012,1
Wearables,2012,15
Water Purification,2012,3
Scheduling,2012,1
Business Travel,2012,1
Enterprise,2012,5
Coworking,2012,3
Venture Capital,2012,8
Organic Food,2012,4
Organic,2012,1
Emerging Markets,2012,2
Hospitality,2012,34
Humanitarian,2012,2
Accounting,2012,7
Developer APIs,2012,16
Training,2012,10
Crowdfunding,2012,22
Racing,2012,2
Water,2012,4
Natural Language Processing,2012,6
Environmental Engineering,2012,2
Renewable Energy,2012,9
Lead Generation,2012,11
Toys,2012,8
Content Delivery Network,2012,6
Property Insurance,2012,1
Sharing Economy,2012,4
Sporting Goods,2012,6
National Security,2012,2
Textiles,2012,3
SMS,2012,4
IT Management,2012,7
Alternative Medicine,2012,2
Nutrition,2012,6
Document Management,2012,6
Psychology,2012,4
Web Apps,2012,5
Charter Schools,2012,1
Farmers Market,2012,1
Diabetes,2012,2
B2C,2012,5
Gift,2012,2
Mining Technology,2012,1
Construction,2012,6
Home Renovation,2012,6
Risk Management,2012,5
Web Hosting,2012,10
Blogging Platforms,2012,7
Web Design,2012,8
Tea,2012,1
Web Browsers,2012,6
Auctions,2012,3
Direct Marketing,2012,4
Wealth Management,2012,3
Impact Investing,2012,4
Personal Finance,2012,9
Small and Medium Businesses,2012,20
Consumer Reviews,2012,2
Reputation,2012,5
Video Editing,2012,1
Social Media Management,2012,4
Cooking,2012,6
Cycling,2012,1
Commercial Real Estate,2012,4
Messaging,2012,22
Food Delivery,2012,4
Financial Exchanges,2012,2
Stock Exchanges,2012,3
Employee Benefits,2012,6
Video Advertising,2012,2
Indoor Positioning,2012,3
Open Source,2012,16
Procurement,2012,1
Online Forums,2012,1
Language Learning,2012,6
Call Center,2012,3
Hospital,2012,10
TV Production,2012,3
Digital Entertainment,2012,11
Logistics,2012,13
Self-Storage,2012,1
Men's,2012,2
Ad Retargeting,2012,6
DSP,2012,1
Hotel,2012,2
Customer Service,2012,16
Home Decor,2012,2
Furniture,2012,3
Social News,2012,1
Consumer Research,2012,1
Trading Platform,2012,3
Bitcoin,2012,4
Business Development,2012,7
Social,2012,8
Timeshare,2012,1
Peer to Peer,2012,2
Local Advertising,2012,6
Content Creators,2012,1
Travel Accommodations,2012,1
Cause Marketing,2012,1
Lifestyle,2012,18
Dating,2012,3
Social Recruiting,2012,6
Collaborative Consumption,2012,8
Insurance,2012,13
Electronics,2012,12
3D Printing,2012,4
Ediscovery,2012,4
Knowledge Management,2012,7
Content Syndication,2012,4
Sales Automation,2012,7
Lingerie,2012,1
Wireless,2012,17
Coupons,2012,9
Gambling,2012,3
DIY,2012,3
Dietary Supplements,2012,1
Software Engineering,2012,1
Advice,2012,2
PaaS,2012,6
Audio,2012,6
Jewelry,2012,4
Browser Extensions,2012,3
Leisure,2012,6
Ad Network,2012,3
Cosmetic Surgery,2012,1
Diving,2012,1
Real Estate Investment,2012,3
Lighting,2012,4
Architecture,2012,4
Universities,2012,3
Sustainability,2012,6
Incubators,2012,3
Recycling,2012,2
Banking,2012,4
Intellectual Property,2012,3
Dental,2012,2
Business Information Systems,2012,2
Collectibles,2012,1
Augmented Reality,2012,15
Virtual Reality,2012,18
Social Bookmarking,2012,3
Neuroscience,2012,2
Gift Card,2012,3
Meeting Software,2012,2
Image Recognition,2012,7
Property Management,2012,5
Musical Instruments,2012,1
Government,2012,2
Speech Recognition,2012,2
Bakery,2012,1
MMO Games,2012,3
Craft Beer,2012,1
Brewing,2012,1
VoIP,2012,4
Tennis,2012,2
Sponsorship,2012,2
Mapping Services,2012,1
eSports,2012,4
College Recruiting,2012,2
Personal Branding,2012,1
Credit,2012,8
Advanced Materials,2012,5
Soccer,2012,1
Auto Insurance,2012,2
Rental,2012,4
Clean Energy,2012,6
Solar,2012,8
Lending,2012,3
Online Auctions,2012,3
Human Computer Interaction,2012,2
Cloud Infrastructure,2012,10
Virtualization,2012,13
Energy Management,2012,5
Natural Resources,2012,1
Mineral,2012,1
Group Buying,2012,1
Visual Search,2012,2
Virtual Assistant,2012,1
Product Search,2012,1
Technical Support,2012,1
Video on Demand,2012,4
Contact Management,2012,3
Table Tennis,2012,1
Recreation,2012,1
Classifieds,2012,1
Application Performance Management,2012,3
Asset Management,2012,4
Social CRM,2012,4
QR Codes,2012,2
UX Design,2012,1
Public Transportation,2012,2
IT Infrastructure,2012,2
Health Insurance,2012,1
Home Services,2012,2
Digital Signage,2012,7
Facial Recognition,2012,3
Broadcasting,2012,3
TV,2012,3
Ticketing,2012,3
Nightlife,2012,2
Supply Chain Management,2012,7
Wedding,2012,2
WebOS,2012,1
GreenTech,2012,2
CleanTech,2012,1
Air Transportation,2012,1
Cryptocurrency,2012,1
Funding Platform,2012,1
Flash Storage,2012,1
